"REPORT_DT","LOCATION","ORIGIN_NM","COMMODITY","disposition"
"2020-09-07","WA Seattle Air CBP","Mexico","Rosa","OK Inspected"
"2020-09-08","VA Dulles CBP","Japan","Hyacinthus","Pest Found"
"2020-09-09","FL Miami Air CBP","Israel","Aegilops","OK Inspected"
"2020-09-09","VA Dulles CBP","Netherlands","Anemone","OK Inspected"
"2020-09-10","VA Dulles CBP","Mexico","Agapanthus","OK Inspected"
"2020-09-11","TX Brownsville CBP","New Zealand","Aegilops","OK Inspected"
"2020-09-11","FL Miami Air CBP","Japan","Agapanthus","OK Inspected"
"2020-09-12","WA Blaine CBP","Tanzania","Mokara","OK Inspected"
"2020-09-13","NY JFK CBP","Israel","Liatris","OK Inspected"
"2020-09-13","NY JFK CBP","New Zealand","Hyacinthus","OK Inspected"
"2020-09-14","HI Honolulu CBP","New Zealand","Actinidia","OK Inspected"
"2020-09-15","AZ Phoenix CBP","Israel","Aegilops","OK Inspected"
"2020-09-15","WA Blaine CBP","Mexico","Rosa","OK Inspected"
"2020-09-16","TX Brownsville CBP","Mexico","Aegilops","OK Inspected"
"2020-09-17","VA Dulles CBP","Japan","Liatris","OK Inspected"
"2020-09-17","FL Miami Air CBP","Tanzania","Gerbera","OK Inspected"
"2020-09-18","VA Dulles CBP","Mexico","Agapanthus","OK Inspected"
"2020-09-19","FL Miami Air CBP","Israel","Anemone","OK Inspected"
"2020-09-19","FL Miami Air CBP","Tanzania","Hyacinthus","OK Inspected"
"2020-09-20","WA Seattle Air CBP","Israel","Hyacinthus","OK Inspected"
"2020-09-21","WA Seattle Air CBP","Mexico","Rosa","OK Inspected"
"2020-09-21","VA Dulles CBP","Israel","Gerbera","OK Inspected"
"2020-09-22","NY JFK CBP","Japan","Agapanthus","OK Inspected"
"2020-09-23","WA Blaine CBP","Japan","Aegilops","OK Inspected"
"2020-09-23","FL Miami Air CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2020-09-24","TX Brownsville CBP","Tanzania","Aegilops","OK Inspected"
"2020-09-25","VA Dulles CBP","Japan","Protea","OK Inspected"
"2020-09-25","CA San Francisco CBP","India","Protea","OK Inspected"
"2020-09-26","NY JFK CBP","Netherlands","Hyacinthus","Pest Found"
"2020-09-27","FL Miami Air CBP","India","Aegilops","OK Inspected"
"2020-09-27","HI Honolulu CBP","Japan","Aegilops","OK Inspected"
"2020-09-28","HI Honolulu CBP","India","Gerbera","OK Inspected"
"2020-09-29","TX Brownsville CBP","New Zealand","Mokara","OK Inspected"
"2020-09-29","FL Miami Air CBP","Israel","Protea","OK Inspected"
"2020-09-30","VA Dulles CBP","Tanzania","Anemone","OK Inspected"
"2020-10-01","WA Seattle Air CBP","India","Actinidia","OK Inspected"
"2020-10-01","WA Seattle Air CBP","India","Anemone","OK Inspected"
"2020-10-02","NY JFK CBP","Tanzania","Liatris","OK Inspected"
"2020-10-03","TX Brownsville CBP","Israel","Actinidia","OK Inspected"
"2020-10-03","NY JFK CBP","Mexico","Actinidia","OK Inspected"
"2020-10-04","TX Brownsville CBP","New Zealand","Aegilops","OK Inspected"
"2020-10-05","FL Miami Air CBP","Tanzania","Aegilops","OK Inspected"
"2020-10-05","HI Honolulu CBP","Netherlands","Actinidia","OK Inspected"
"2020-10-06","FL Miami Air CBP","India","Mokara","OK Inspected"
"2020-10-07","CA San Francisco CBP","India","Protea","OK Inspected"
"2020-10-07","CA San Francisco CBP","India","Gerbera","OK Inspected"
"2020-10-08","HI Honolulu CBP","Mexico","Mokara","OK Inspected"
"2020-10-09","AZ Phoenix CBP","New Zealand","Aegilops","OK Inspected"
"2020-10-09","WA Seattle Air CBP","Tanzania","Agapanthus","OK Inspected"
"2020-10-10","WA Blaine CBP","Netherlands","Gerbera","OK Inspected"
"2020-10-11","AZ Phoenix CBP","Mexico","Actinidia","OK Inspected"
"2020-10-11","TX Brownsville CBP","Tanzania","Hyacinthus","OK Inspected"
"2020-10-12","NY JFK CBP","Japan","Hyacinthus","OK Inspected"
"2020-10-13","FL Miami Air CBP","Netherlands","Actinidia","OK Inspected"
"2020-10-13","AZ Phoenix CBP","Japan","Anemone","OK Inspected"
"2020-10-14","CA San Francisco CBP","Netherlands","Protea","OK Inspected"
"2020-10-15","WA Blaine CBP","Netherlands","Protea","OK Inspected"
"2020-10-15","FL Miami Air CBP","Israel","Aegilops","OK Inspected"
"2020-10-16","WA Seattle Air CBP","Mexico","Actinidia","OK Inspected"
"2020-10-17","WA Blaine CBP","Mexico","Mokara","OK Inspected"
"2020-10-17","NY JFK CBP","Mexico","Gerbera","OK Inspected"
"2020-10-18","WA Blaine CBP","Tanzania","Agapanthus","OK Inspected"
"2020-10-19","CA San Francisco CBP","Tanzania","Actinidia","OK Inspected"
"2020-10-19","WA Blaine CBP","New Zealand","Anemone","OK Inspected"
"2020-10-20","NY JFK CBP","Tanzania","Rosa","OK Inspected"
"2020-10-21","FL Miami Air CBP","Mexico","Actinidia","OK Inspected"
"2020-10-21","TX Brownsville CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2020-10-22","VA Dulles CBP","Japan","Protea","OK Inspected"
"2020-10-23","FL Miami Air CBP","Netherlands","Mokara","OK Inspected"
"2020-10-23","NY JFK CBP","India","Hyacinthus","OK Inspected"
"2020-10-24","CA San Francisco CBP","Netherlands","Gerbera","OK Inspected"
"2020-10-25","WA Blaine CBP","Netherlands","Hyacinthus","OK Inspected"
"2020-10-25","AZ Phoenix CBP","Japan","Mokara","OK Inspected"
"2020-10-26","WA Blaine CBP","New Zealand","Liatris","OK Inspected"
"2020-10-27","TX Brownsville CBP","Mexico","Aegilops","OK Inspected"
"2020-10-27","FL Miami Air CBP","New Zealand","Gerbera","OK Inspected"
"2020-10-28","TX Brownsville CBP","Israel","Liatris","OK Inspected"
"2020-10-29","HI Honolulu CBP","Mexico","Liatris","OK Inspected"
"2020-10-29","WA Blaine CBP","New Zealand","Protea","OK Inspected"
"2020-10-30","HI Honolulu CBP","New Zealand","Liatris","OK Inspected"
"2020-10-31","NY JFK CBP","India","Aegilops","OK Inspected"
"2020-10-31","VA Dulles CBP","India","Actinidia","OK Inspected"
"2020-11-01","WA Seattle Air CBP","New Zealand","Anemone","OK Inspected"
"2020-11-02","WA Seattle Air CBP","Tanzania","Rosa","OK Inspected"
"2020-11-02","WA Seattle Air CBP","India","Liatris","OK Inspected"
"2020-11-03","TX Brownsville CBP","Japan","Aegilops","OK Inspected"
"2020-11-04","TX Brownsville CBP","Tanzania","Liatris","Pest Found"
"2020-11-04","TX Brownsville CBP","New Zealand","Agapanthus","OK Inspected"
"2020-11-05","NY JFK CBP","Netherlands","Aegilops","OK Inspected"
"2020-11-06","VA Dulles CBP","Japan","Anemone","OK Inspected"
"2020-11-06","HI Honolulu CBP","Tanzania","Rosa","OK CFRP Inspected"
"2020-11-07","TX Brownsville CBP","Netherlands","Gerbera","OK Inspected"
"2020-11-08","CA San Francisco CBP","India","Aegilops","OK Inspected"
"2020-11-08","AZ Phoenix CBP","New Zealand","Agapanthus","OK Inspected"
"2020-11-09","WA Blaine CBP","New Zealand","Aegilops","OK Inspected"
"2020-11-10","AZ Phoenix CBP","Israel","Rosa","OK Inspected"
"2020-11-10","CA San Francisco CBP","Netherlands","Rosa","OK CFRP Inspected"
"2020-11-11","VA Dulles CBP","Tanzania","Gerbera","OK Inspected"
"2020-11-12","VA Dulles CBP","Japan","Liatris","OK Inspected"
"2020-11-12","VA Dulles CBP","New Zealand","Anemone","OK Inspected"
"2020-11-13","WA Seattle Air CBP","Israel","Aegilops","OK Inspected"
"2020-11-14","AZ Phoenix CBP","India","Agapanthus","OK Inspected"
"2020-11-14","VA Dulles CBP","India","Protea","OK Inspected"
"2020-11-15","CA San Francisco CBP","New Zealand","Agapanthus","OK Inspected"
"2020-11-16","VA Dulles CBP","New Zealand","Hyacinthus","OK Inspected"
"2020-11-16","AZ Phoenix CBP","Mexico","Agapanthus","Pest Found"
"2020-11-17","WA Blaine CBP","Japan","Anemone","OK Inspected"
"2020-11-18","AZ Phoenix CBP","Japan","Liatris","OK Inspected"
"2020-11-18","HI Honolulu CBP","Tanzania","Rosa","OK Inspected"
"2020-11-19","VA Dulles CBP","Netherlands","Agapanthus","OK Inspected"
"2020-11-20","AZ Phoenix CBP","India","Rosa","CFRP Not Inspected"
"2020-11-20","HI Honolulu CBP","Netherlands","Aegilops","OK Inspected"
"2020-11-21","WA Blaine CBP","Israel","Gerbera","OK Inspected"
"2020-11-22","HI Honolulu CBP","India","Anemone","OK Inspected"
"2020-11-22","HI Honolulu CBP","Israel","Mokara","OK Inspected"
"2020-11-23","WA Seattle Air CBP","Netherlands","Protea","OK Inspected"
"2020-11-24","AZ Phoenix CBP","Mexico","Protea","OK Inspected"
"2020-11-24","HI Honolulu CBP","Israel","Rosa","OK Inspected"
"2020-11-25","CA San Francisco CBP","Netherlands","Actinidia","OK Inspected"
"2020-11-26","CA San Francisco CBP","Netherlands","Liatris","OK Inspected"
"2020-11-26","WA Seattle Air CBP","Tanzania","Agapanthus","OK Inspected"
"2020-11-27","HI Honolulu CBP","Israel","Rosa","OK Inspected"
"2020-11-28","FL Miami Air CBP","Israel","Protea","OK Inspected"
"2020-11-28","FL Miami Air CBP","Mexico","Actinidia","OK Inspected"
"2020-11-29","FL Miami Air CBP","Mexico","Gerbera","OK Inspected"
"2020-11-30","VA Dulles CBP","Netherlands","Actinidia","OK Inspected"
"2020-11-30","NY JFK CBP","New Zealand","Rosa","OK Inspected"
"2020-12-01","VA Dulles CBP","India","Protea","OK Inspected"
"2020-12-02","WA Blaine CBP","Israel","Hyacinthus","OK Inspected"
"2020-12-02","CA San Francisco CBP","New Zealand","Gerbera","OK Inspected"
"2020-12-03","NY JFK CBP","New Zealand","Liatris","OK Inspected"
"2020-12-04","AZ Phoenix CBP","India","Actinidia","OK Inspected"
"2020-12-04","HI Honolulu CBP","India","Mokara","OK Inspected"
"2020-12-05","CA San Francisco CBP","New Zealand","Hyacinthus","OK Inspected"
"2020-12-06","HI Honolulu CBP","Mexico","Gerbera","OK Inspected"
"2020-12-06","TX Brownsville CBP","Israel","Hyacinthus","OK Inspected"
"2020-12-07","TX Brownsville CBP","Japan","Hyacinthus","OK Inspected"
"2020-12-08","NY JFK CBP","Mexico","Rosa","OK Inspected"
"2020-12-08","AZ Phoenix CBP","Tanzania","Agapanthus","OK Inspected"
"2020-12-09","NY JFK CBP","Tanzania","Actinidia","OK Inspected"
"2020-12-10","VA Dulles CBP","India","Agapanthus","OK Inspected"
"2020-12-10","AZ Phoenix CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2020-12-11","FL Miami Air CBP","Mexico","Rosa","OK Inspected"
"2020-12-12","TX Brownsville CBP","Japan","Actinidia","OK Inspected"
"2020-12-12","AZ Phoenix CBP","New Zealand","Mokara","OK Inspected"
"2020-12-13","WA Blaine CBP","New Zealand","Rosa","OK Inspected"
"2020-12-14","NY JFK CBP","Japan","Rosa","OK Inspected"
"2020-12-14","FL Miami Air CBP","Netherlands","Agapanthus","OK Inspected"
"2020-12-15","WA Blaine CBP","Netherlands","Rosa","CFRP Not Inspected"
"2020-12-16","CA San Francisco CBP","Israel","Agapanthus","OK Inspected"
"2020-12-16","CA San Francisco CBP","Netherlands","Agapanthus","OK Inspected"
"2020-12-17","AZ Phoenix CBP","Netherlands","Actinidia","OK Inspected"
"2020-12-18","WA Seattle Air CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2020-12-18","CA San Francisco CBP","India","Anemone","OK Inspected"
"2020-12-19","WA Seattle Air CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2020-12-20","AZ Phoenix CBP","New Zealand","Gerbera","OK Inspected"
"2020-12-20","NY JFK CBP","Japan","Gerbera","OK Inspected"
"2020-12-21","VA Dulles CBP","Mexico","Aegilops","OK Inspected"
"2020-12-22","AZ Phoenix CBP","Israel","Liatris","OK Inspected"
"2020-12-22","FL Miami Air CBP","Mexico","Gerbera","OK Inspected"
"2020-12-23","AZ Phoenix CBP","Tanzania","Anemone","OK Inspected"
"2020-12-24","TX Brownsville CBP","Mexico","Liatris","OK Inspected"
"2020-12-24","FL Miami Air CBP","New Zealand","Mokara","OK Inspected"
"2020-12-25","AZ Phoenix CBP","Mexico","Aegilops","OK Inspected"
"2020-12-26","AZ Phoenix CBP","New Zealand","Aegilops","OK Inspected"
"2020-12-26","AZ Phoenix CBP","Japan","Mokara","OK Inspected"
"2020-12-27","WA Seattle Air CBP","Netherlands","Mokara","OK Inspected"
"2020-12-28","NY JFK CBP","India","Agapanthus","OK Inspected"
"2020-12-28","HI Honolulu CBP","India","Anemone","OK Inspected"
"2020-12-29","FL Miami Air CBP","Japan","Actinidia","OK Inspected"
"2020-12-30","NY JFK CBP","Japan","Agapanthus","OK Inspected"
"2020-12-30","WA Blaine CBP","Japan","Gerbera","OK Inspected"
"2020-12-31","WA Seattle Air CBP","Netherlands","Actinidia","OK Inspected"
"2021-01-01","VA Dulles CBP","Tanzania","Anemone","OK Inspected"
"2021-01-01","NY JFK CBP","Israel","Actinidia","OK Inspected"
"2021-01-02","CA San Francisco CBP","Netherlands","Protea","OK Inspected"
"2021-01-03","HI Honolulu CBP","Netherlands","Protea","OK Inspected"
"2021-01-03","NY JFK CBP","Netherlands","Actinidia","OK Inspected"
"2021-01-04","WA Blaine CBP","Japan","Rosa","OK Inspected"
"2021-01-05","WA Seattle Air CBP","Israel","Liatris","OK Inspected"
"2021-01-05","FL Miami Air CBP","Netherlands","Hyacinthus","OK Inspected"
"2021-01-06","AZ Phoenix CBP","Netherlands","Agapanthus","OK Inspected"
"2021-01-07","FL Miami Air CBP","India","Anemone","OK Inspected"
"2021-01-07","VA Dulles CBP","Japan","Mokara","OK Inspected"
"2021-01-08","CA San Francisco CBP","Israel","Mokara","OK Inspected"
"2021-01-09","WA Seattle Air CBP","India","Liatris","OK Inspected"
"2021-01-09","WA Blaine CBP","Japan","Gerbera","OK Inspected"
"2021-01-10","WA Blaine CBP","Japan","Liatris","OK Inspected"
"2021-01-11","WA Seattle Air CBP","Japan","Aegilops","OK Inspected"
"2021-01-11","HI Honolulu CBP","Tanzania","Actinidia","OK Inspected"
"2021-01-12","AZ Phoenix CBP","India","Gerbera","OK Inspected"
"2021-01-13","HI Honolulu CBP","India","Actinidia","OK Inspected"
"2021-01-13","AZ Phoenix CBP","Mexico","Liatris","OK Inspected"
"2021-01-14","AZ Phoenix CBP","Netherlands","Anemone","OK Inspected"
"2021-01-15","WA Seattle Air CBP","India","Agapanthus","OK Inspected"
"2021-01-15","CA San Francisco CBP","Japan","Protea","OK Inspected"
"2021-01-16","AZ Phoenix CBP","Japan","Gerbera","OK Inspected"
"2021-01-17","FL Miami Air CBP","Israel","Actinidia","OK Inspected"
"2021-01-17","CA San Francisco CBP","Japan","Anemone","OK Inspected"
"2021-01-18","CA San Francisco CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-01-19","HI Honolulu CBP","Mexico","Hyacinthus","OK Inspected"
"2021-01-19","WA Seattle Air CBP","India","Aegilops","OK Inspected"
"2021-01-20","TX Brownsville CBP","Israel","Protea","OK Inspected"
"2021-01-21","TX Brownsville CBP","Israel","Anemone","OK Inspected"
"2021-01-21","WA Blaine CBP","New Zealand","Actinidia","OK Inspected"
"2021-01-22","HI Honolulu CBP","Israel","Actinidia","OK Inspected"
"2021-01-23","CA San Francisco CBP","Israel","Gerbera","OK Inspected"
"2021-01-23","WA Seattle Air CBP","India","Liatris","OK Inspected"
"2021-01-24","HI Honolulu CBP","New Zealand","Protea","OK Inspected"
"2021-01-25","HI Honolulu CBP","Mexico","Hyacinthus","OK Inspected"
"2021-01-25","AZ Phoenix CBP","Israel","Actinidia","OK Inspected"
"2021-01-26","HI Honolulu CBP","New Zealand","Aegilops","OK Inspected"
"2021-01-27","TX Brownsville CBP","Japan","Agapanthus","OK Inspected"
"2021-01-27","NY JFK CBP","Netherlands","Agapanthus","OK Inspected"
"2021-01-28","AZ Phoenix CBP","Tanzania","Actinidia","OK Inspected"
"2021-01-29","NY JFK CBP","New Zealand","Anemone","OK Inspected"
"2021-01-29","AZ Phoenix CBP","Israel","Gerbera","OK Inspected"
"2021-01-30","WA Seattle Air CBP","Mexico","Liatris","OK Inspected"
"2021-01-31","AZ Phoenix CBP","New Zealand","Agapanthus","OK Inspected"
"2021-01-31","FL Miami Air CBP","Israel","Liatris","OK Inspected"
"2021-02-01","AZ Phoenix CBP","Israel","Hyacinthus","OK Inspected"
"2021-02-02","FL Miami Air CBP","Netherlands","Agapanthus","OK Inspected"
"2021-02-02","TX Brownsville CBP","Tanzania","Anemone","OK Inspected"
"2021-02-03","WA Seattle Air CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-02-04","FL Miami Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-02-04","WA Seattle Air CBP","Netherlands","Agapanthus","OK Inspected"
"2021-02-05","TX Brownsville CBP","Mexico","Hyacinthus","OK Inspected"
"2021-02-06","HI Honolulu CBP","Japan","Anemone","OK Inspected"
"2021-02-06","WA Blaine CBP","Netherlands","Anemone","OK Inspected"
"2021-02-07","WA Seattle Air CBP","New Zealand","Anemone","OK Inspected"
"2021-02-08","HI Honolulu CBP","New Zealand","Mokara","OK Inspected"
"2021-02-08","WA Blaine CBP","New Zealand","Mokara","OK Inspected"
"2021-02-09","FL Miami Air CBP","Israel","Agapanthus","OK Inspected"
"2021-02-10","WA Seattle Air CBP","Mexico","Rosa","OK Inspected"
"2021-02-10","FL Miami Air CBP","Israel","Actinidia","Pest Found"
"2021-02-11","FL Miami Air CBP","Israel","Liatris","OK Inspected"
"2021-02-12","WA Blaine CBP","Mexico","Agapanthus","OK Inspected"
"2021-02-12","AZ Phoenix CBP","Mexico","Mokara","OK Inspected"
"2021-02-13","FL Miami Air CBP","Mexico","Liatris","OK Inspected"
"2021-02-14","TX Brownsville CBP","Israel","Protea","OK Inspected"
"2021-02-14","WA Blaine CBP","New Zealand","Rosa","OK Inspected"
"2021-02-15","WA Blaine CBP","Mexico","Liatris","OK Inspected"
"2021-02-16","NY JFK CBP","Japan","Gerbera","OK Inspected"
"2021-02-16","CA San Francisco CBP","Tanzania","Aegilops","OK Inspected"
"2021-02-17","CA San Francisco CBP","Netherlands","Liatris","OK Inspected"
"2021-02-18","AZ Phoenix CBP","New Zealand","Protea","OK Inspected"
"2021-02-18","HI Honolulu CBP","Japan","Liatris","OK Inspected"
"2021-02-19","HI Honolulu CBP","Mexico","Actinidia","OK Inspected"
"2021-02-20","AZ Phoenix CBP","New Zealand","Anemone","OK Inspected"
"2021-02-20","WA Blaine CBP","Japan","Actinidia","OK Inspected"
"2021-02-21","HI Honolulu CBP","Mexico","Aegilops","OK Inspected"
"2021-02-22","AZ Phoenix CBP","Tanzania","Anemone","OK Inspected"
"2021-02-22","WA Blaine CBP","Netherlands","Agapanthus","OK Inspected"
"2021-02-23","WA Blaine CBP","Japan","Protea","OK Inspected"
"2021-02-24","WA Seattle Air CBP","Israel","Agapanthus","OK Inspected"
"2021-02-24","WA Seattle Air CBP","Mexico","Agapanthus","OK Inspected"
"2021-02-25","WA Blaine CBP","New Zealand","Gerbera","OK Inspected"
"2021-02-26","VA Dulles CBP","Netherlands","Actinidia","OK Inspected"
"2021-02-26","WA Seattle Air CBP","New Zealand","Rosa","Pest Found"
"2021-02-27","CA San Francisco CBP","New Zealand","Aegilops","OK Inspected"
"2021-02-28","AZ Phoenix CBP","Israel","Actinidia","OK Inspected"
"2021-02-28","HI Honolulu CBP","Tanzania","Mokara","OK Inspected"
"2021-03-01","FL Miami Air CBP","Japan","Hyacinthus","OK Inspected"
"2021-03-02","NY JFK CBP","Mexico","Protea","OK Inspected"
"2021-03-02","NY JFK CBP","New Zealand","Liatris","OK Inspected"
"2021-03-03","AZ Phoenix CBP","Netherlands","Liatris","OK Inspected"
"2021-03-04","CA San Francisco CBP","Israel","Anemone","OK Inspected"
"2021-03-04","CA San Francisco CBP","Tanzania","Gerbera","OK Inspected"
"2021-03-05","TX Brownsville CBP","Japan","Anemone","OK Inspected"
"2021-03-06","NY JFK CBP","India","Agapanthus","OK Inspected"
"2021-03-06","HI Honolulu CBP","Israel","Aegilops","OK Inspected"
"2021-03-07","WA Blaine CBP","Netherlands","Liatris","OK Inspected"
"2021-03-08","VA Dulles CBP","Mexico","Anemone","OK Inspected"
"2021-03-08","FL Miami Air CBP","Israel","Agapanthus","OK Inspected"
"2021-03-09","AZ Phoenix CBP","New Zealand","Liatris","OK Inspected"
"2021-03-10","CA San Francisco CBP","New Zealand","Liatris","OK Inspected"
"2021-03-10","TX Brownsville CBP","Israel","Hyacinthus","OK Inspected"
"2021-03-11","AZ Phoenix CBP","India","Protea","OK Inspected"
"2021-03-12","HI Honolulu CBP","Netherlands","Agapanthus","OK Inspected"
"2021-03-12","AZ Phoenix CBP","Japan","Protea","OK Inspected"
"2021-03-13","WA Seattle Air CBP","India","Mokara","Pest Found"
"2021-03-14","WA Seattle Air CBP","India","Anemone","OK Inspected"
"2021-03-14","HI Honolulu CBP","India","Mokara","OK Inspected"
"2021-03-15","WA Seattle Air CBP","India","Liatris","OK Inspected"
"2021-03-16","WA Blaine CBP","Mexico","Rosa","OK Inspected"
"2021-03-16","CA San Francisco CBP","Japan","Mokara","Pest Found"
"2021-03-17","VA Dulles CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2021-03-18","WA Seattle Air CBP","India","Aegilops","OK Inspected"
"2021-03-18","TX Brownsville CBP","India","Hyacinthus","OK Inspected"
"2021-03-19","AZ Phoenix CBP","Japan","Protea","OK Inspected"
"2021-03-20","WA Blaine CBP","Mexico","Gerbera","OK Inspected"
"2021-03-20","FL Miami Air CBP","Mexico","Aegilops","OK Inspected"
"2021-03-21","VA Dulles CBP","Tanzania","Anemone","OK Inspected"
"2021-03-22","TX Brownsville CBP","Tanzania","Gerbera","OK Inspected"
"2021-03-22","WA Seattle Air CBP","New Zealand","Actinidia","OK Inspected"
"2021-03-23","NY JFK CBP","Mexico","Agapanthus","OK Inspected"
"2021-03-24","WA Seattle Air CBP","Israel","Hyacinthus","OK Inspected"
"2021-03-24","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-03-25","HI Honolulu CBP","Israel","Gerbera","OK Inspected"
"2021-03-26","TX Brownsville CBP","Israel","Mokara","OK Inspected"
"2021-03-26","WA Seattle Air CBP","Japan","Hyacinthus","OK Inspected"
"2021-03-27","CA San Francisco CBP","Japan","Liatris","OK Inspected"
"2021-03-28","AZ Phoenix CBP","Japan","Aegilops","Pest Found"
"2021-03-28","WA Seattle Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-03-29","HI Honolulu CBP","Japan","Hyacinthus","OK Inspected"
"2021-03-30","CA San Francisco CBP","Japan","Agapanthus","OK Inspected"
"2021-03-30","HI Honolulu CBP","Netherlands","Agapanthus","OK Inspected"
"2021-03-31","TX Brownsville CBP","Mexico","Anemone","OK Inspected"
"2021-04-01","VA Dulles CBP","Netherlands","Actinidia","OK Inspected"
"2021-04-01","CA San Francisco CBP","India","Protea","OK Inspected"
"2021-04-02","AZ Phoenix CBP","New Zealand","Rosa","Pest Found"
"2021-04-03","FL Miami Air CBP","India","Actinidia","OK Inspected"
"2021-04-03","FL Miami Air CBP","Netherlands","Mokara","OK Inspected"
"2021-04-04","WA Seattle Air CBP","Mexico","Actinidia","OK Inspected"
"2021-04-05","FL Miami Air CBP","Israel","Anemone","OK Inspected"
"2021-04-05","WA Blaine CBP","Netherlands","Aegilops","OK Inspected"
"2021-04-06","FL Miami Air CBP","Japan","Aegilops","OK Inspected"
"2021-04-07","WA Seattle Air CBP","Mexico","Hyacinthus","OK Inspected"
"2021-04-07","NY JFK CBP","Mexico","Hyacinthus","OK Inspected"
"2021-04-08","WA Seattle Air CBP","New Zealand","Mokara","OK Inspected"
"2021-04-09","VA Dulles CBP","Japan","Agapanthus","OK Inspected"
"2021-04-09","TX Brownsville CBP","Mexico","Protea","OK Inspected"
"2021-04-10","WA Seattle Air CBP","New Zealand","Anemone","OK Inspected"
"2021-04-11","TX Brownsville CBP","Japan","Hyacinthus","OK Inspected"
"2021-04-11","VA Dulles CBP","New Zealand","Actinidia","OK Inspected"
"2021-04-12","WA Seattle Air CBP","Israel","Anemone","OK Inspected"
"2021-04-13","VA Dulles CBP","Mexico","Gerbera","OK Inspected"
"2021-04-13","CA San Francisco CBP","Tanzania","Gerbera","OK CFRP Inspected"
"2021-04-14","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2021-04-15","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-04-15","HI Honolulu CBP","Japan","Protea","OK Inspected"
"2021-04-16","VA Dulles CBP","Japan","Anemone","OK Inspected"
"2021-04-17","VA Dulles CBP","Netherlands","Liatris","OK Inspected"
"2021-04-17","TX Brownsville CBP","Netherlands","Mokara","OK Inspected"
"2021-04-18","VA Dulles CBP","India","Anemone","OK Inspected"
"2021-04-19","WA Blaine CBP","Mexico","Anemone","OK Inspected"
"2021-04-19","HI Honolulu CBP","Tanzania","Agapanthus","OK Inspected"
"2021-04-20","TX Brownsville CBP","Japan","Hyacinthus","OK Inspected"
"2021-04-21","FL Miami Air CBP","Netherlands","Hyacinthus","OK Inspected"
"2021-04-21","WA Blaine CBP","New Zealand","Actinidia","OK Inspected"
"2021-04-22","FL Miami Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-04-23","TX Brownsville CBP","Mexico","Liatris","OK Inspected"
"2021-04-23","FL Miami Air CBP","India","Actinidia","OK Inspected"
"2021-04-24","AZ Phoenix CBP","Israel","Liatris","OK Inspected"
"2021-04-25","HI Honolulu CBP","New Zealand","Protea","OK Inspected"
"2021-04-25","TX Brownsville CBP","Netherlands","Liatris","OK Inspected"
"2021-04-26","FL Miami Air CBP","Japan","Rosa","OK Inspected"
"2021-04-27","CA San Francisco CBP","Tanzania","Actinidia","Pest Found"
"2021-04-27","FL Miami Air CBP","Netherlands","Mokara","OK Inspected"
"2021-04-28","TX Brownsville CBP","Japan","Rosa","OK Inspected"
"2021-04-29","CA San Francisco CBP","India","Mokara","OK Inspected"
"2021-04-29","WA Seattle Air CBP","Japan","Mokara","OK Inspected"
"2021-04-30","HI Honolulu CBP","Mexico","Mokara","OK Inspected"
"2021-05-01","TX Brownsville CBP","Netherlands","Liatris","OK Inspected"
"2021-05-01","VA Dulles CBP","Netherlands","Agapanthus","OK Inspected"
"2021-05-02","NY JFK CBP","Tanzania","Protea","OK Inspected"
"2021-05-03","TX Brownsville CBP","Tanzania","Protea","OK Inspected"
"2021-05-03","HI Honolulu CBP","Mexico","Hyacinthus","OK Inspected"
"2021-05-04","CA San Francisco CBP","India","Gerbera","OK Inspected"
"2021-05-05","HI Honolulu CBP","Israel","Mokara","OK Inspected"
"2021-05-05","WA Blaine CBP","New Zealand","Rosa","Pest Found"
"2021-05-06","TX Brownsville CBP","Israel","Hyacinthus","OK Inspected"
"2021-05-07","VA Dulles CBP","Israel","Protea","OK Inspected"
"2021-05-07","VA Dulles CBP","Netherlands","Actinidia","OK Inspected"
"2021-05-08","VA Dulles CBP","Netherlands","Actinidia","OK Inspected"
"2021-05-09","HI Honolulu CBP","Israel","Aegilops","OK Inspected"
"2021-05-09","TX Brownsville CBP","Netherlands","Agapanthus","OK Inspected"
"2021-05-10","AZ Phoenix CBP","Israel","Rosa","OK Inspected"
"2021-05-11","FL Miami Air CBP","Tanzania","Protea","OK Inspected"
"2021-05-11","TX Brownsville CBP","Israel","Anemone","OK Inspected"
"2021-05-12","AZ Phoenix CBP","Japan","Aegilops","OK Inspected"
"2021-05-13","NY JFK CBP","Israel","Mokara","OK Inspected"
